Time(UTC),TEC_actual(TECU),Delay_actual_L1(m),TEC_LSTM(TECU),Delay_LSTM_L1(m),TEC_Transformer(TECU),Delay_Transformer_L1(m)
00:45,36.117527,5.86565542,48.402161,7.86073780,38.818245,6.30426502
00:46,35.717701,5.80072212,45.597969,7.40532398,37.258598,6.05097103
00:47,34.565826,5.61365223,43.628990,7.08555269,36.602127,5.94435692
00:48,33.356831,5.41730547,42.218964,6.85655737,36.474922,5.92369843
00:49,41.001102,6.65877104,41.022240,6.66220379,38.868622,6.31244612
00:50,37.783463,6.13621140,40.050743,6.50442839,41.730247,6.77718782
00:51,31.709932,5.14984179,39.224091,6.37017632,43.677719,7.09346628
00:52,33.290192,5.40648317,38.387100,6.23424482,43.738464,7.10333157
00:53,41.534203,6.74534893,37.866249,6.14965630,42.328743,6.87438631
00:54,42.924072,6.97107029,37.346146,6.06518888,40.827820,6.63062906
00:55,47.560139,7.72398949,36.755569,5.96927691,43.458015,7.05778551
00:56,36.993336,6.00789118,36.684265,5.95769644,46.328918,7.52403355
00:57,50.977692,8.27901554,37.157852,6.03460932,43.805061,7.11414719
00:58,48.721535,7.91260576,37.402878,6.07440281,37.699738,6.12261391
00:59,41.115337,6.67732334,38.572090,6.26428843,38.973503,6.32947969
01:00,49.749657,8.07957745,39.381554,6.39574909,38.306839,6.22121000
01:01,37.497875,6.08983088,40.823570,6.62993908,48.993324,7.95674562
01:02,45.637169,7.41169024,42.011581,6.82287788,55.170509,8.95994949
01:03,43.714203,7.09939146,42.811157,6.95273256,58.175911,9.44804096
01:04,55.594715,9.02884197,43.666374,7.09162378,58.651367,9.52525711
01:05,56.632359,9.19736004,43.916229,7.13220119,53.547661,8.69639111
01:06,61.896721,10.05231762,43.840485,7.11990023,50.676819,8.23015308
01:07,52.272362,8.48927689,43.453484,7.05704927,48.253281,7.83655882
01:08,44.628090,7.24781084,43.928322,7.13416529,52.874565,8.58707714
01:09,41.048702,6.66650152,44.305603,7.19543743,53.959129,8.76321507
01:10,48.178913,7.82448149,44.964798,7.30249405,56.652695,9.20066357
01:11,55.594715,9.02884197,45.968102,7.46543503,54.112839,8.78817844
01:12,60.535412,9.83123493,46.115021,7.48929548,46.509872,7.55342102
01:13,45.465816,7.38386154,45.772232,7.43362522,45.664154,7.41607285
01:14,53.252884,8.64851761,45.393524,7.37212086,48.801445,7.92558336
01:15,48.740574,7.91569757,45.253471,7.34937572,52.003502,8.44561195
01:16,56.518124,9.17880821,45.892670,7.45318460,54.558189,8.86050606
01:17,53.700310,8.72118187,45.865570,7.44878340,48.810272,7.92701674
01:18,57.032185,9.26229382,46.204483,7.50382471,47.656410,7.73962450
01:19,60.659168,9.85133362,46.611343,7.56990051,43.993378,7.14473057
01:20,50.263718,8.16306305,47.272766,7.67731857,46.497940,7.55148315
01:21,55.566158,9.02420425,47.626686,7.73479700,48.658928,7.90243769
01:22,47.817169,7.76573229,48.136742,7.81763220,49.360229,8.01633263
01:23,56.156376,9.12005901,48.850533,7.93355560,47.397865,7.69763565
01:24,51.367996,8.34240341,49.824303,8.09170055,45.224060,7.34459925
01:25,54.566593,8.86187077,50.899239,8.26627445,43.417870,7.05126572
01:26,51.139523,8.30529785,51.338509,8.33761406,44.089691,7.16037226
01:27,64.600296,10.49139118,52.194771,8.47667503,50.944046,8.27355194
01:28,65.457069,10.63053513,52.990135,8.60584641,52.750504,8.56692886
01:29,78.061073,12.67748451,53.826530,8.74168110,53.209572,8.64148426
01:30,68.874619,11.18556118,53.876022,8.74971867,47.867020,7.77382851
01:31,70.083611,11.38190651,54.339172,8.82493591,46.246849,7.51070499
01:32,70.350166,11.42519665,55.963509,9.08873558,49.286812,8.00440884
01:33,91.531372,14.86512375,59.794243,9.71086502,62.942871,10.22221756
01:34,84.772423,13.76743889,63.178566,10.26049519,64.011246,10.39572620
01:35,67.770340,11.00622082,66.392090,10.78238678,65.388809,10.61944866
01:36,76.080986,12.35590839,68.271530,11.08761597,59.617233,9.68211842
01:37,79.298630,12.87846947,71.320435,11.58277321,63.482498,10.30985546
01:38,71.901863,11.67719936,77.032333,12.51041222,71.566238,11.62269211
01:39,72.806229,11.82407284,80.077728,13.00499821,65.164047,10.58294678
01:40,65.818817,10.68928432,82.555038,13.40732479,69.176468,11.23458290
01:41,76.499855,12.42393494,83.338402,13.53454685,65.203568,10.58936501
01:42,90.798355,14.74607849,83.502388,13.56117916,65.612587,10.65579128
01:43,86.143250,13.99006748,82.296700,13.36536980,57.431679,9.32717419
01:44,72.301689,11.74213314,80.741280,13.11276245,55.648254,9.03753757
01:45,72.111298,11.71121311,79.460602,12.90477371,59.216843,9.61709309
01:46,79.812691,12.96195507,79.332191,12.88391972,66.371880,10.77910423
01:47,71.483002,11.60917473,80.127365,13.01305962,67.539719,10.96876717
01:48,67.922653,11.03095722,81.146080,13.17850399,64.818619,10.52684784
01:49,68.493835,11.12372017,82.368301,13.37699795,64.407562,10.46008968
01:50,82.582909,13.41185093,83.831573,13.61464024,63.367012,10.29109955
01:51,73.396446,11.91992664,84.243362,13.68151665,60.823883,9.87808323
01:52,73.682037,11.96630859,82.914757,13.46574497,63.374985,10.29239464
01:53,82.830414,13.45204735,81.806793,13.28580666,72.190773,11.72412014
01:54,62.886765,10.21310520,81.285919,13.20121384,71.107620,11.54821110
01:55,66.761261,10.84234142,80.701599,13.10631752,61.308105,9.95672321
01:56,62.601173,10.16672421,80.426422,13.06162739,54.609055,8.86876678
01:57,57.470085,9.33341122,80.387123,13.05524540,53.946800,8.76121330
01:58,70.626236,11.47003174,79.461533,12.90492535,58.327751,9.47270012
01:59,65.104843,10.57333183,77.914246,12.65363884,66.973236,10.87676716
02:00,67.037331,10.88717651,76.163803,12.36935902,71.961655,11.68690968
02:01,69.702827,11.32006550,73.594711,11.95212555,68.025665,11.04768658
02:02,103.440445,16.79921341,72.652550,11.79911423,69.732758,11.32492638
02:03,65.409470,10.62280464,72.433838,11.76359463,65.195892,10.58811855
02:04,68.217766,11.07888508,72.729965,11.81168747,67.114975,10.89978600
02:05,63.762569,10.35534000,74.980400,12.17716789,79.909012,12.97759819
02:06,65.276192,10.60115910,79.027481,12.83443356,88.569550,14.38410950
02:07,63.162834,10.25794029,85.616951,13.90459442,93.779236,15.23018742
02:08,63.724491,10.34915638,90.828278,14.75093746,80.217499,13.02769756
02:09,58.974190,9.57768440,90.381691,14.67841053,62.439339,10.14044094
02:10,55.204411,8.96545506,88.346619,14.34790516,67.349091,10.93780804
02:11,61.934799,10.05850124,85.969254,13.96181011,73.628265,11.95757580
02:12,63.753052,10.35379410,83.195404,13.51132393,75.517654,12.26442051
02:13,65.533226,10.64290333,79.768814,12.95482922,72.492767,11.77316475
02:14,66.694618,10.83151817,76.233078,12.38060951,67.386459,10.94387722
02:15,71.140297,11.55351734,73.396706,11.91996861,62.471535,10.14566994
02:16,80.878891,13.13511086,71.569527,11.62322617,62.924210,10.21918678
02:17,92.930756,15.09239006,70.370239,11.42845631,68.634621,11.14658356
02:18,76.604568,12.44094086,69.766724,11.33044243,75.645081,12.28511524
02:19,65.685539,10.66763973,69.860435,11.34566212,79.151443,12.85456562
02:20,80.869370,13.13356495,70.437164,11.43932533,77.990631,12.66604424
02:21,78.794090,12.79652977,70.538940,11.45585442,73.061310,11.86549950
02:22,63.267548,10.27494621,70.636139,11.47163963,73.130936,11.87680626
02:23,63.400826,10.29659081,71.307770,11.58071613,77.005836,12.50610828
02:24,56.346767,9.15097904,72.027924,11.69767189,78.226631,12.70437145
02:25,65.952087,10.71092796,72.922150,11.84289837,78.876358,12.80988979
02:26,61.858643,10.04613304,72.610825,11.79233837,72.886719,11.83714485
02:27,58.507729,9.50192928,71.980713,11.69000530,70.965820,11.52518177
02:28,61.792004,10.03531075,70.990799,11.52923870,68.163574,11.07008362
02:29,62.306065,10.11879730,70.457260,11.44258881,70.719376,11.48515797
02:30,68.255844,11.08506870,69.920418,11.35540390,71.532875,11.61727428
02:31,67.046844,10.88872147,69.087914,11.22020054,70.323204,11.42081833
02:32,62.896282,10.21465111,68.633606,11.14641953,69.547287,11.29480553
02:33,61.801525,10.03685760,68.342453,11.09913445,66.985107,10.87869549
02:34,64.486061,10.47283840,68.067245,11.05443954,66.578232,10.81261730
02:35,63.753052,10.35379410,68.101860,11.06006145,70.256821,11.41003704
02:36,58.088863,9.43390369,68.092926,11.05860996,72.314499,11.74421310
02:37,56.975063,9.25301743,67.829163,11.01577377,68.637108,11.14698792
02:38,68.351036,11.10052872,67.528595,10.96695995,61.513382,9.99006176
02:39,65.999687,10.71865845,67.444748,10.95334339,57.370415,9.31722450
02:40,63.924404,10.38162327,67.089386,10.89563084,55.659485,9.03936100
02:41,62.629734,10.17136192,66.388893,10.78186703,58.841080,9.55606747
02:42,67.846497,11.01858902,66.316879,10.77017212,68.472771,11.12029839
02:43,70.378723,11.42983437,66.890793,10.86337852,75.578957,12.27437687
02:44,62.915321,10.21774292,67.164993,10.90790939,74.332741,12.07198524
02:45,60.944756,9.89771366,67.444260,10.95326424,72.173859,11.72137260
02:46,60.421177,9.81268215,67.980247,11.04031086,71.056755,11.53995037
02:47,60.878120,9.88689232,68.737434,11.16328144,73.733688,11.97469616
02:48,60.687725,9.85597134,69.013382,11.20809650,79.125412,12.85033798
02:49,63.534100,10.31823540,68.744041,11.16435432,85.646118,13.90933132
02:50,64.714539,10.50994396,68.486206,11.12248039,87.456146,14.20328808
02:51,62.820126,10.20228291,68.111977,11.06170464,80.601364,13.09003925
02:52,62.058556,10.07859993,67.770477,11.00624275,73.609360,11.95450497
02:53,60.287903,9.79103756,67.883621,11.02461815,71.453217,11.60433674
02:54,63.496021,10.31205177,68.178230,11.07246399,72.551605,11.78272057
02:55,75.328934,12.23377228,68.520958,11.12812424,74.708847,12.13306713
02:56,80.574265,13.08563805,68.746437,11.16474342,73.985580,12.01560497
02:57,84.800980,13.77207661,68.905960,11.19065094,72.509041,11.77580833
02:58,77.927803,12.65584087,68.641647,11.14772511,69.774315,11.33167553
02:59,76.509377,12.42548084,68.540131,11.13123798,71.579605,11.62486362
03:00,65.076279,10.56869221,68.549614,11.13277817,75.857315,12.31958389
03:01,62.077595,10.08169270,69.575188,11.29933643,86.072517,13.97858047
03:02,65.571304,10.64908695,70.315933,11.41963673,85.512833,13.88768482
03:03,66.608948,10.81760502,71.957321,11.68620586,89.928085,14.60474205
03:04,66.342392,10.77431488,72.577148,11.78686905,82.718689,13.43390274
03:05,64.057678,10.40326691,72.242523,11.73252392,81.013580,13.15698528
03:06,65.552261,10.64599419,72.172424,11.72113991,85.412514,13.87139225
03:07,66.570869,10.81142139,71.773636,11.65637493,88.191360,14.32269001
03:08,66.294800,10.76658630,71.317406,11.58228111,91.319199,14.83066559
03:09,61.001873,9.90699005,70.561523,11.45952225,88.286758,14.33818340
03:10,65.457069,10.63053513,69.944534,11.35931969,84.369690,13.70203304
03:11,70.464401,11.44374943,69.888000,11.35013866,80.617722,13.09269619
03:12,72.006584,11.69420624,70.591820,11.46444225,78.953583,12.82243156
03:13,78.613213,12.76715374,71.120056,11.55023003,78.943657,12.82081985
03:14,67.970253,11.03868771,71.201729,11.56349468,82.271141,13.36121845
03:15,76.318977,12.39455986,71.917984,11.67981720,85.719360,13.92122555
03:16,85.372162,13.86483955,73.583710,11.95033932,84.289841,13.68906498
03:17,82.287796,13.36392403,75.029167,12.18508816,78.087662,12.68180180
03:18,72.834793,11.82871151,75.571838,12.27322102,73.378693,11.91704369
03:19,82.116440,13.33609486,76.108948,12.36044979,76.122559,12.36266041
03:20,90.493729,14.69660568,77.471588,12.58174896,81.415939,13.22233009
03:21,81.173996,13.18303776,79.225349,12.86656761,83.071091,13.49113464
03:22,94.196869,15.29801273,80.217285,13.02766323,81.256294,13.19640255
03:23,88.466042,14.36730003,81.194283,13.18633175,82.964096,13.47375774
03:24,77.099594,12.52133560,83.212311,13.51406956,86.002869,13.96726894
03:25,87.142815,14.15240192,84.991196,13.80296803,85.356140,13.86223698
03:26,87.885345,14.27299213,86.598709,14.06403637,89.004417,14.45473480
03:27,97.100365,15.76955414,87.608139,14.22797203,88.614098,14.39134502
03:28,92.806999,15.07229137,87.308472,14.17930508,84.660126,13.74920082
03:29,98.823418,16.04938698,87.109390,14.14697361,85.933388,13.95598507
03:30,99.499313,16.15915489,87.326385,14.18221378,83.693527,13.59222126
03:31,106.581924,17.30940437,88.754448,14.41413784,85.145187,13.82797718
03:32,102.317123,16.61678123,90.381187,14.67832851,87.541840,14.21720505
03:33,110.970482,18.02212715,91.544296,14.86722279,90.599609,14.71380138
03:34,120.766197,19.61299706,92.272507,14.98548794,90.120987,14.63607025
03:35,125.050034,20.30871201,94.040726,15.27265453,91.644135,14.88343716
03:36,113.264717,18.39472008,96.520050,15.67530823,88.239792,14.33055592
03:37,111.560699,18.11798096,97.815002,15.88561440,80.836441,13.12821674
03:38,123.336494,20.03042412,100.025894,16.24467468,88.916000,14.44037533
03:39,127.934486,20.77716064,103.839317,16.86399269,99.100380,16.09436607
03:40,119.214493,19.36099243,106.635078,17.31803703,96.745979,15.71200085
03:41,136.597366,22.18405151,107.355232,17.43499374,92.270233,14.98511791
03:42,134.226974,21.79908943,108.219688,17.57538414,94.684830,15.37726021
03:43,126.306625,20.51278877,109.566643,17.79413605,92.882225,15.08450890
03:44,132.694305,21.55017662,111.500908,18.10827065,93.141449,15.12660789
03:45,140.976395,22.89522743,114.487839,18.59336090,99.421051,16.14644432
03:46,86.742989,14.08746815,117.248024,19.04162788,102.769806,16.69029808
03:47,85.324562,13.85710907,118.661072,19.27111435,102.453865,16.63898849
03:48,84.524910,13.72724152,119.497131,19.40689468,102.289612,16.61231232
03:49,87.028580,14.13384914,120.388687,19.55168724,98.904655,16.06258011
03:50,83.887100,13.62365818,122.731567,19.93218231,101.574898,16.49623871
03:51,108.533455,17.62634087,119.995911,19.48789787,86.984695,14.12672234
03:52,108.362099,17.59851265,115.050377,18.68472099,90.327301,14.66957664
03:53,105.572845,17.14552498,109.414444,17.76941872,90.485107,14.69520569
03:54,102.745506,16.68635178,103.831482,16.86271858,89.634521,14.55706596
03:55,117.910301,19.14918518,98.972672,16.07362556,87.321625,14.18144131
03:56,121.327850,19.70421219,95.732452,15.54739857,86.755051,14.08942699
03:57,103.231010,16.76519966,94.610016,15.36511040,92.230545,14.97867298
03:58,93.977921,15.26245499,93.979828,15.26276493,93.380203,15.16538239
03:59,102.498001,16.64615631,94.527039,15.35163403,97.589920,15.84906006
04:00,112.160439,18.21538162,96.841026,15.72743607,102.662491,16.67286873
04:01,102.678871,16.67552948,97.950867,15.90767956,94.187401,15.29647541
04:02,98.252235,15.95662308,98.200134,15.94816208,91.681107,14.88944149
04:03,108.600090,17.63716316,99.568802,16.17044067,99.407471,16.14423943
04:04,104.982628,17.04967117,103.033493,16.73312187,113.580620,18.44602585
04:05,104.259132,16.93217087,106.992065,17.37601280,117.486496,19.08035660
04:06,113.026726,18.35606956,110.299286,17.91312027,115.595360,18.77322769
04:07,103.687958,16.83941078,114.224289,18.55056000,117.251289,19.04215813
04:08,103.269089,16.77138329,117.811432,19.13312912,110.413376,17.93165016
04:09,104.030663,16.89506721,121.446533,19.72348595,110.692810,17.97703171
04:10,109.304543,17.75156975,123.977661,20.13455391,108.402054,17.60500145
04:11,118.881302,19.30688095,125.926376,20.45103455,109.959198,17.85788918
04:12,107.800438,17.50729561,127.052223,20.63387680,108.734772,17.65903664
04:13,110.361221,17.92317963,126.982002,20.62247276,104.875694,17.03230476
04:14,114.778336,18.64053917,126.983566,20.62272644,103.924866,16.87788582
04:15,109.333099,17.75620842,127.210327,20.65955353,102.361450,16.62397957
04:16,115.749344,18.79823494,126.952301,20.61764908,102.256447,16.60692596
04:17,108.790482,17.66808319,126.832863,20.59825134,105.054779,17.06138802
04:18,112.998169,18.35143280,127.152786,20.65020752,104.196503,16.92200089
04:19,118.748032,19.28523636,127.177040,20.65414810,99.001678,16.07833672
04:20,118.748032,19.28523636,126.437592,20.53405762,93.483192,15.18210888
04:21,117.643753,19.10589600,125.395470,20.36481285,91.724487,14.89648628
04:22,121.308815,19.70112038,122.839645,19.94973373,89.237411,14.49257374
04:23,135.083740,21.93823242,120.963829,19.64509201,99.958954,16.23380280
04:24,131.866104,21.41567421,119.298973,19.37471199,102.437500,16.63632965
04:25,119.833267,19.46148491,119.483345,19.40465546,109.318230,17.75379372
04:26,134.388809,21.82537270,120.255165,19.53000259,106.136742,17.23710442
04:27,138.339462,22.46697617,121.167107,19.67810631,102.082985,16.57875443
04:28,130.419113,21.18067551,122.257935,19.85526085,102.296333,16.61340332
04:29,118.024536,19.16773796,122.772964,19.93890572,108.300827,17.58856201
04:30,124.088547,20.15256119,123.613350,20.07538795,120.897018,19.63424301
04:31,131.951782,21.42958832,124.716644,20.25456810,118.278061,19.20891190
04:32,128.296234,20.83590889,125.238007,20.33923912,105.617531,17.15278244
04:33,131.761383,21.39866638,123.995300,20.13741875,91.117203,14.79786110
04:34,134.322174,21.81455040,122.747871,19.93482971,91.810913,14.91052246
04:35,131.666183,21.38320541,122.445908,19.88578987,99.790802,16.20649338
04:36,131.066452,21.28580666,122.592323,19.90956688,104.109772,16.90791512
04:37,132.922775,21.58728218,123.376694,20.03695297,107.103851,17.39416695
04:38,132.161209,21.46360016,124.313034,20.18902016,105.794556,17.18153191
04:39,128.600861,20.88538170,125.033554,20.30603600,102.550880,16.65474319
04:40,136.959106,22.24279976,125.746964,20.42189598,102.909569,16.71299553
04:41,146.926178,23.86149979,125.886627,20.44457817,107.112587,17.39558601
04:42,146.621552,23.81202698,124.845566,20.27550507,111.698769,18.14040375
04:43,139.043915,22.58138275,123.887520,20.11991310,118.124847,19.18402863
04:44,146.478745,23.78883362,124.240700,20.17727280,122.466370,19.88911247
04:45,162.214722,26.34443092,125.952065,20.45520592,120.711990,19.60419273
04:46,162.338470,26.36452866,128.888397,20.93207932,118.624268,19.26513672
04:47,165.346680,26.85307503,130.760757,21.23616028,113.174637,18.38009071
04:48,168.564331,27.37563705,132.750748,21.55934334,122.014534,19.81573296
04:49,156.074554,25.34723854,136.050186,22.09518814,131.880280,21.41797447
04:50,147.221283,23.90942574,139.784256,22.70161819,131.132858,21.29659081
04:51,153.047302,24.85559845,143.591675,23.31996155,127.802635,20.75574684
04:52,157.502502,25.57914543,146.872681,23.85281181,122.927223,19.96395683
04:53,165.689392,26.90873337,149.283722,24.24437523,122.603256,19.91134262
04:54,171.839081,27.90747261,149.774017,24.32400322,123.304131,20.02516937
04:55,170.868073,27.74977493,148.376816,24.09708977,124.855453,20.27711105
04:56,176.084839,28.59700394,146.419220,23.77916718,126.991142,20.62395668
04:57,175.856369,28.55989838,145.999573,23.71101570,132.300690,21.48625183
04:58,184.347885,29.93896103,146.749802,23.83285522,131.870819,21.41643906
04:59,182.567719,29.64985275,147.838943,24.00973701,130.471817,21.18923378
05:00,177.998291,28.90775681,150.386398,24.42345619,140.568542,22.82899094
05:01,197.342209,32.04930115,153.649460,24.95339203,147.252228,23.91445160
05:02,184.281250,29.92813873,156.154892,25.36028671,143.490173,23.30347633
05:03,186.204224,30.24043846,158.660873,25.76726913,139.859283,22.71380234
05:04,185.890076,30.18941879,160.508011,26.06725311,127.863358,20.76560783
05:05,178.893143,29.05308533,161.320511,26.19920731,119.217346,19.36145592
05:06,178.483795,28.98660469,161.659668,26.25428772,121.046570,19.65852928
05:07,143.261108,23.26627541,162.985214,26.46956253,131.591782,21.37112236
05:08,146.050369,23.71926498,163.292740,26.51950645,129.683746,21.06124878
05:09,162.490784,26.38926506,163.311279,26.52251625,133.314499,21.65089989
05:10,148.668274,24.14442444,163.921509,26.62162209,137.699860,22.36310196
05:11,141.861725,23.03900909,164.409973,26.70095062,134.413696,21.82941437
05:12,155.017868,25.17562866,165.631775,26.89937592,137.430450,22.31934929
05:13,160.910538,26.13262558,167.274109,27.16609955,143.497009,23.30458641
05:14,158.492538,25.73993111,169.041077,27.45306396,149.992859,24.35954285
05:15,177.389038,28.80881119,168.656738,27.39064407,144.810318,23.51787376
05:16,194.809982,31.63805389,167.462738,27.19673347,147.089966,23.88809967
05:17,177.503265,28.82736206,165.899170,26.94280243,143.375534,23.28485870
05:18,163.128601,26.49284935,163.467651,26.54791260,137.124146,22.26960373
05:19,153.713684,24.96382332,161.512390,26.23036957,142.406067,23.12741280
05:20,176.351395,28.64029312,161.574905,26.24052238,151.512222,24.60629463
05:21,180.140213,29.25561523,161.786316,26.27485657,147.747437,23.99487686
05:22,151.286179,24.56958389,161.823029,26.28081894,144.143707,23.40961266
05:23,132.465836,21.51307297,159.484070,25.90096092,130.397949,21.17723846
05:24,177.798386,28.87529182,158.614944,25.75980949,134.931244,21.91346550
05:25,185.271301,30.08892822,158.812378,25.79187393,136.868240,22.22804451
05:26,172.791046,28.06207657,154.718826,25.12706184,124.117752,20.15730476
05:27,126.820686,20.59627342,151.412582,24.59011269,137.030151,22.25433922
05:28,132.189774,21.46823883,151.478409,24.60080338,141.559479,22.98992348
05:29,201.940186,32.79603195,154.083206,25.02383423,135.120117,21.94413948
05:30,137.054306,22.25826073,155.433365,25.24310684,121.244278,19.69063950
05:31,125.487938,20.37982941,152.462311,24.76059341,110.945885,18.01813126
05:32,218.628128,35.50623322,148.751038,24.15786552,119.840019,19.46258163
05:33,186.822998,30.34093094,150.956360,24.51601982,147.560608,23.96453476
05:34,182.662918,29.66531372,153.887314,24.99202156,139.360352,22.63277435
05:35,195.904739,31.81584740,152.073685,24.69747925,116.660011,18.94613266
05:36,184.347885,29.93896103,153.533569,24.93457031,134.716278,21.87855530
05:37,128.419983,20.85600662,155.817474,25.30548859,130.732330,21.23154259
05:38,136.502167,22.16859245,157.323990,25.55015373,130.450378,21.18575287
05:39,139.948273,22.72825623,159.024048,25.82625008,136.724030,22.20462227
05:40,127.115799,20.64420128,156.338242,25.39006233,119.002502,19.32656479
05:41,122.765320,19.93766403,151.853989,24.66179848,119.031517,19.33127594
05:42,136.302246,22.13612366,146.551483,23.80064774,118.073746,19.17572975
05:43,140.224350,22.77309227,142.742981,23.18212891,126.566132,20.55493355
05:44,132.208801,21.47132874,139.455505,22.64822769,132.126953,21.45803642
05:45,140.310028,22.78700638,135.400742,21.98971558,135.407547,21.99081993
05:46,144.117874,23.40541840,131.657120,21.38173294,140.564636,22.82835579
05:47,142.242508,23.10084915,130.141541,21.13559532,144.257172,23.42804146
05:48,206.604813,33.55358887,128.547592,20.87673187,131.221237,21.31094360
05:49,211.840622,34.40391159,128.479889,20.86573601,136.240921,22.12616348
05:50,201.987793,32.80376434,128.018265,20.79076576,138.707138,22.52668953
05:51,200.150497,32.50537872,129.549683,21.03947639,156.257309,25.37691879
05:52,206.918961,33.60461044,133.456497,21.67395973,162.031128,26.31461525
05:53,196.751984,31.95344353,141.132980,22.92065811,167.296600,27.16975212
05:54,197.028061,31.99827957,148.562393,24.12722969,153.231903,24.88558006
05:55,197.427887,32.06321335,155.840378,25.30920792,148.418777,24.10390472
05:56,137.159027,22.27526855,162.572327,26.40250778,147.364136,23.93262672
05:57,141.252472,22.94006348,168.204971,27.31727600,153.132187,24.86938477
05:58,141.585648,22.99417305,171.947418,27.92506599,157.938675,25.64998055
05:59,151.276657,24.56803894,176.333710,28.63742065,179.770355,29.19554901
06:00,136.816315,22.21961021,181.006332,29.39627647,181.927460,29.54587173
06:01,149.077621,24.21090508,185.514297,30.12839127,174.964890,28.41511726
06:02,151.619354,24.62369347,191.371368,31.07960701,180.343750,29.28866959
06:03,140.995438,22.89831924,196.689392,31.94327927,172.659744,28.04075241
06:04,134.760071,21.88566780,197.569550,32.08621979,146.852936,23.84960556
06:05,130.200165,21.14511681,195.507385,31.75131607,143.845093,23.36111641
06:06,145.003204,23.54920006,196.167496,31.85852051,168.840454,27.42048073
06:07,146.535873,23.79811287,195.798401,31.79857826,149.889191,24.34270668
06:08,147.078491,23.88623619,190.387726,30.91985893,122.928925,19.96423340
06:09,141.737976,23.01891136,187.564270,30.46131706,154.073715,25.02229309
06:10,144.584335,23.48117447,187.736877,30.48934937,173.216064,28.13109970
06:11,155.512894,25.25602341,183.946960,29.87384796,140.242859,22.77609825
06:12,152.371414,24.74583244,178.429291,28.97775269,137.175385,22.27792549
