Time(UTC),TEC(TECU)
03-06-23 01:14,45.027913
03-06-23 01:15,54.747469
03-06-23 01:16,43.209661
03-06-23 01:17,53.824063
03-06-23 01:18,45.237345
03-06-23 01:19,46.436820
03-06-23 01:20,51.625026
03-06-23 01:21,47.855247
03-06-23 01:22,50.682581
03-06-23 01:23,54.585635
03-06-23 01:24,47.522059
03-06-23 01:25,55.899345
03-06-23 01:26,47.141274
03-06-23 01:27,55.537599
03-06-23 01:28,53.509915
03-06-23 01:29,48.055159
03-06-23 01:30,51.149043
03-06-23 01:31,52.576990
03-06-23 01:32,53.205286
03-06-23 01:33,49.816293
03-06-23 01:34,67.246760
03-06-23 01:35,58.250697
03-06-23 01:36,53.519435
03-06-23 01:37,64.286151
03-06-23 01:38,49.787734
03-06-23 01:39,46.332104
03-06-23 01:40,68.446235
03-06-23 01:41,55.318647
03-06-23 01:42,62.344144
03-06-23 01:43,66.047285
03-06-23 01:44,59.945194
03-06-23 01:45,63.219951
03-06-23 01:46,41.905470
03-06-23 01:47,47.998041
03-06-23 01:48,60.773403
03-06-23 01:49,59.002749
03-06-23 01:50,67.903616
03-06-23 01:51,67.884576
03-06-23 01:52,60.497333
03-06-23 01:53,61.468337
03-06-23 01:54,47.779090
03-06-23 01:55,38.887743
03-06-23 01:56,40.820230
03-06-23 01:57,37.992896
03-06-23 01:58,35.108444
03-06-23 01:59,42.267216
03-06-23 02:00,42.533766
03-06-23 02:01,43.419093
03-06-23 02:02,42.124422
03-06-23 02:03,42.695600
03-06-23 02:04,45.065991
03-06-23 02:05,44.380577
03-06-23 02:06,39.059096
03-06-23 02:07,38.040495
03-06-23 02:08,41.429488
03-06-23 02:09,42.314814
03-06-23 02:10,43.952193
03-06-23 02:11,40.353768
03-06-23 02:12,45.561013
03-06-23 02:13,40.249052
03-06-23 02:14,41.134379
03-06-23 02:15,39.487480
03-06-23 02:16,43.028788
03-06-23 02:17,40.658396
03-06-23 02:18,38.411761
03-06-23 02:19,41.039182
03-06-23 02:20,38.859184
03-06-23 02:21,68.846060
03-06-23 02:22,52.177165
03-06-23 02:23,53.014893
03-06-23 02:24,53.233845
03-06-23 02:25,43.143023
03-06-23 02:26,44.751843
03-06-23 02:27,43.257259
03-06-23 02:28,43.143023
03-06-23 02:29,40.420405
03-06-23 02:30,44.866079
03-06-23 02:31,47.750531
03-06-23 02:32,52.291401
03-06-23 02:33,41.829313
03-06-23 02:34,46.789047
03-06-23 02:35,45.208786
03-06-23 02:36,46.493938
03-06-23 02:37,46.417781
03-06-23 02:38,50.777777
03-06-23 02:39,51.377515
03-06-23 02:40,52.453235
03-06-23 02:41,45.427738
03-06-23 02:42,46.646252
03-06-23 02:43,49.235595
03-06-23 02:44,52.767383
03-06-23 02:45,48.988084
03-06-23 02:46,48.731054
03-06-23 02:47,57.251135
03-06-23 02:48,60.116547
03-06-23 02:49,67.294358
03-06-23 02:50,64.838290
03-06-23 02:51,72.349289
03-06-23 02:52,74.567366
03-06-23 02:53,54.852185
03-06-23 02:54,60.830521
03-06-23 02:55,59.478731
03-06-23 02:56,70.740469
03-06-23 02:57,77.642211
03-06-23 02:58,75.490771
03-06-23 02:59,96.281672
03-06-23 03:00,53.881181
03-06-23 03:01,58.222138
03-06-23 03:02,61.487376
03-06-23 03:03,55.185372
03-06-23 03:04,58.336374
03-06-23 03:05,56.956026
03-06-23 03:06,56.127817
03-06-23 03:07,59.335937
03-06-23 03:08,63.115235
03-06-23 03:09,61.677769
03-06-23 03:10,61.658730
03-06-23 03:11,60.573490
03-06-23 03:12,58.317335
03-06-23 03:13,63.067637
03-06-23 03:14,61.934799
03-06-23 03:15,62.077594
03-06-23 03:16,67.218201
03-06-23 03:17,67.836978
03-06-23 03:18,70.578635
03-06-23 03:19,67.294358
03-06-23 03:20,63.238990
03-06-23 03:21,62.962921
03-06-23 03:22,70.949901
03-06-23 03:23,73.967628
03-06-23 03:24,67.637066
03-06-23 03:25,80.450505
03-06-23 03:26,73.843873
03-06-23 03:27,74.424571
03-06-23 03:28,73.824834
03-06-23 03:29,81.602382
03-06-23 03:30,76.718805
03-06-23 03:31,70.473919
03-06-23 03:32,75.424134
03-06-23 03:33,79.374786
03-06-23 03:34,77.194787
03-06-23 03:35,75.576448
03-06-23 03:36,75.738282
03-06-23 03:37,81.554784
03-06-23 03:38,74.643523
03-06-23 03:39,81.364391
03-06-23 03:40,79.888846
03-06-23 03:41,86.371724
03-06-23 03:42,89.570324
03-06-23 03:43,81.497666
03-06-23 03:44,80.488584
03-06-23 03:45,81.726138
03-06-23 03:46,89.132420
03-06-23 03:47,95.386826
03-06-23 03:48,93.083072
03-06-23 03:49,85.667270
03-06-23 03:50,95.405865
03-06-23 03:51,96.148397
03-06-23 03:52,99.051888
03-06-23 03:53,109.932841
03-06-23 03:54,102.421842
03-06-23 03:55,99.651626
03-06-23 03:56,102.079135
03-06-23 03:57,102.098174
03-06-23 03:58,106.753280
03-06-23 03:59,115.263841
03-06-23 04:00,124.069511
03-06-23 04:01,125.259466
03-06-23 04:02,122.822438
03-06-23 04:03,119.442964
03-06-23 04:04,103.802190
03-06-23 04:05,112.817293
03-06-23 04:06,109.228387
03-06-23 04:07,113.436069
03-06-23 04:08,109.209348
03-06-23 04:09,110.713451
03-06-23 04:10,107.838519
03-06-23 04:11,113.255196
03-06-23 04:12,73.653480
03-06-23 04:13,80.288671
03-06-23 04:14,75.842998
03-06-23 04:15,72.415927
03-06-23 04:16,74.814877
03-06-23 04:17,76.204745
03-06-23 04:18,83.725263
03-06-23 04:19,91.007790
03-06-23 04:20,80.012602
03-06-23 04:21,80.374348
03-06-23 04:22,77.765966
03-06-23 04:23,86.190850
03-06-23 04:24,80.802732
03-06-23 04:25,93.778006
03-06-23 04:26,82.154522
03-06-23 04:27,89.218097
03-06-23 04:28,99.518351
03-06-23 04:29,88.066220
03-06-23 04:30,83.687184
03-06-23 04:31,83.687184
03-06-23 04:32,86.543077
03-06-23 04:33,77.775486
03-06-23 04:34,71.549639
03-06-23 04:35,71.140294
03-06-23 04:36,73.167978
03-06-23 04:37,79.346227
03-06-23 04:38,79.498541
03-06-23 04:39,76.080989
03-06-23 04:40,72.996625
03-06-23 04:41,99.527871
03-06-23 04:42,84.201245
03-06-23 04:43,83.373036
03-06-23 04:44,82.782818
03-06-23 04:45,85.419759
03-06-23 04:46,82.278277
03-06-23 04:47,79.127275
03-06-23 04:48,73.377410
03-06-23 04:49,90.817397
03-06-23 04:50,99.270840
03-06-23 04:51,103.611798
03-06-23 04:52,90.246218
03-06-23 04:53,89.341852
03-06-23 04:54,92.578531
03-06-23 04:55,87.447443
03-06-23 04:56,87.733033
03-06-23 04:57,79.308148
03-06-23 04:58,88.951547
03-06-23 04:59,95.215472
03-06-23 05:00,97.633462
03-06-23 05:01,96.776694
03-06-23 05:02,98.014247
03-06-23 05:03,86.495479
03-06-23 05:04,94.111194
03-06-23 05:05,90.912593
03-06-23 05:06,91.026829
03-06-23 05:07,87.809190
03-06-23 05:08,78.984480
03-06-23 05:09,74.491209
03-06-23 05:10,75.890596
03-06-23 05:11,103.583239
03-06-23 05:12,108.800003
03-06-23 05:13,97.985688
03-06-23 05:14,102.631274
03-06-23 05:15,105.049264
03-06-23 05:16,83.982293
03-06-23 05:17,96.995645
03-06-23 05:18,91.207702
03-06-23 05:19,93.140190
03-06-23 05:20,92.007352
03-06-23 05:21,83.849018
03-06-23 05:22,82.363954
03-06-23 05:23,83.030329
03-06-23 05:24,88.808752
03-06-23 05:25,86.190850
03-06-23 05:26,90.274777
03-06-23 05:27,92.588051
03-06-23 05:28,96.519663
03-06-23 05:29,92.892679
03-06-23 05:30,84.458275
03-06-23 05:31,89.484647
03-06-23 05:32,95.006040
03-06-23 05:33,95.110756
03-06-23 05:34,97.290754
03-06-23 05:35,97.033724
03-06-23 05:36,105.515726
03-06-23 05:37,102.345685
03-06-23 05:38,95.805690
03-06-23 05:39,101.850664
03-06-23 05:40,96.814772
03-06-23 05:41,96.662458
03-06-23 05:42,99.880097
03-06-23 05:43,99.908656
03-06-23 05:44,107.933716
03-06-23 05:45,111.951005
03-06-23 05:46,110.742010
03-06-23 05:47,113.607423
03-06-23 05:48,110.275548
03-06-23 05:49,99.527871
03-06-23 05:50,102.993021
03-06-23 05:51,106.134503
03-06-23 05:52,119.005061
03-06-23 05:53,115.796941
03-06-23 05:54,123.012831
03-06-23 05:55,121.089863
03-06-23 05:56,116.710827
03-06-23 05:57,130.933174
03-06-23 05:58,123.736323
03-06-23 05:59,120.575802
03-06-23 06:00,117.586634
03-06-23 06:01,123.022350
03-06-23 06:02,133.436840
03-06-23 06:03,156.055512
03-06-23 06:04,148.001894
03-06-23 06:05,159.425466
03-06-23 06:06,143.870369
03-06-23 06:07,134.569678
03-06-23 06:08,129.695620
03-06-23 06:09,152.352371
03-06-23 06:10,144.879451
03-06-23 06:11,140.957358
03-06-23 06:12,134.579197
03-06-23 06:13,134.464961
03-06-23 06:14,140.471856
03-06-23 06:15,135.569240
03-06-23 06:16,134.569678
03-06-23 06:17,131.923217
03-06-23 06:18,125.316584
03-06-23 06:19,120.480605
03-06-23 06:20,116.215805
03-06-23 06:21,123.298420
03-06-23 06:22,119.262091
03-06-23 06:23,116.758425
03-06-23 06:24,125.535536
03-06-23 06:25,138.482251
03-06-23 06:26,136.625920
03-06-23 06:27,118.062616
03-06-23 06:28,125.497457
03-06-23 06:29,126.230470
03-06-23 06:30,127.410906
03-06-23 06:31,114.597466
03-06-23 06:32,122.546368
03-06-23 06:33,120.328291
03-06-23 06:34,114.035807
03-06-23 06:35,106.248739
03-06-23 06:36,114.778339
03-06-23 06:37,117.310564
03-06-23 06:38,129.619463
03-06-23 06:39,126.001999
03-06-23 06:40,111.351268
03-06-23 06:41,119.709514
03-06-23 06:42,127.239552
03-06-23 06:43,122.460691
03-06-23 06:44,117.491437
03-06-23 06:45,118.795629
03-06-23 06:46,117.919821
03-06-23 06:47,117.567595
03-06-23 06:48,112.874410
03-06-23 06:49,104.754155
03-06-23 06:50,111.893887
03-06-23 06:51,115.301920
03-06-23 06:52,122.289338
03-06-23 06:53,114.026287
03-06-23 06:54,116.377639
03-06-23 06:55,116.958337
03-06-23 06:56,115.949255
03-06-23 06:57,111.989084
03-06-23 06:58,113.683580
03-06-23 06:59,108.047951
03-06-23 07:00,119.014580
03-06-23 07:01,118.262529
03-06-23 07:02,137.825396
03-06-23 07:03,117.139211
03-06-23 07:04,106.524808
03-06-23 07:05,109.456859
03-06-23 07:06,114.207161
03-06-23 07:07,120.490125
03-06-23 07:08,124.488375
03-06-23 07:09,130.628545
03-06-23 07:10,113.988209
03-06-23 07:11,111.808210
03-06-23 07:12,115.539911
03-06-23 07:13,136.406969
03-06-23 07:14,131.628108
03-06-23 07:15,133.750988
03-06-23 07:16,124.964357
03-06-23 07:17,123.250822
03-06-23 07:18,130.266799
03-06-23 07:19,122.232220
03-06-23 07:20,117.948380
03-06-23 07:21,120.433007
03-06-23 07:22,131.380597
03-06-23 07:23,135.626358
03-06-23 07:24,128.972127
03-06-23 07:25,125.259466
03-06-23 07:26,129.905052
03-06-23 07:27,136.816313
03-06-23 07:28,122.375014
03-06-23 07:29,137.368453
03-06-23 07:30,130.295358
03-06-23 07:31,130.381034
03-06-23 07:32,137.834915
03-06-23 07:33,126.611256
03-06-23 07:34,129.219638
03-06-23 07:35,135.178935
03-06-23 07:36,134.084176
03-06-23 07:37,121.594404
03-06-23 07:38,148.534994
03-06-23 07:39,148.801544
03-06-23 07:40,133.493958
03-06-23 07:41,143.860849
03-06-23 07:42,119.462004
03-06-23 07:43,126.449422
03-06-23 07:44,140.871681
03-06-23 07:45,120.356850
03-06-23 07:46,114.978252
03-06-23 07:47,114.264278
03-06-23 07:48,111.179914
03-06-23 07:49,126.506540
03-06-23 07:50,114.759300
03-06-23 07:51,123.774402
03-06-23 07:52,124.688288
03-06-23 07:53,116.901220
03-06-23 07:54,113.160000
03-06-23 07:55,121.232657
03-06-23 07:56,126.887325
03-06-23 07:57,118.986021
03-06-23 07:58,118.005498
03-06-23 07:59,117.053534
03-06-23 08:00,111.598778
03-06-23 08:01,141.614214
03-06-23 08:02,130.828458
03-06-23 08:03,149.458400
03-06-23 08:04,169.982751
03-06-23 08:05,162.462232
03-06-23 08:06,164.680309
03-06-23 08:07,153.351934
03-06-23 08:08,140.348101
03-06-23 08:09,149.382242
03-06-23 08:10,148.944339
03-06-23 08:11,139.815001
03-06-23 08:12,145.583905
03-06-23 08:13,152.161978
03-06-23 08:14,151.362328
03-06-23 08:15,148.106610
03-06-23 08:16,142.242510
03-06-23 08:17,132.541994
03-06-23 08:18,131.247322
03-06-23 08:19,134.150813
03-06-23 08:20,135.654917
03-06-23 08:21,117.329604
03-06-23 08:22,132.380160
03-06-23 08:23,142.099715
03-06-23 08:24,141.595174
03-06-23 08:25,116.901220
03-06-23 08:26,115.130566
03-06-23 08:27,119.395366
03-06-23 08:28,123.717284
03-06-23 08:29,112.760175
03-06-23 08:30,132.085051
03-06-23 08:31,130.666624
03-06-23 08:32,131.152126
03-06-23 08:33,133.484438
03-06-23 08:34,137.301815
03-06-23 08:35,132.399199
03-06-23 08:36,131.294920
03-06-23 08:37,138.958233
03-06-23 08:38,127.715534
03-06-23 08:39,123.050909
03-06-23 08:40,124.745406
03-06-23 08:41,121.413530
03-06-23 08:42,119.433445
03-06-23 08:43,117.367682
03-06-23 08:44,131.732824
03-06-23 08:45,123.060429
03-06-23 08:46,129.352913
03-06-23 08:47,139.129587
03-06-23 08:48,130.780860
03-06-23 08:49,134.217451
03-06-23 08:50,132.998936
03-06-23 08:51,130.799899
03-06-23 08:52,126.820688
03-06-23 08:53,138.091946
03-06-23 08:54,133.674831
03-06-23 08:55,135.074219
03-06-23 08:56,131.808981
03-06-23 08:57,152.685559
03-06-23 08:58,131.885138
03-06-23 08:59,135.397887
03-06-23 09:00,142.194912
03-06-23 09:01,134.750551
03-06-23 09:02,150.486521
03-06-23 09:03,157.178830
03-06-23 09:04,145.650542
03-06-23 09:05,157.845205
03-06-23 09:06,164.889741
03-06-23 09:07,153.237698
03-06-23 09:08,156.055512
03-06-23 09:09,163.338040
03-06-23 09:10,183.205535
03-06-23 09:11,130.561908
03-06-23 09:12,138.358496
03-06-23 09:13,132.494395
03-06-23 09:14,135.854829
03-06-23 09:15,133.056054
03-06-23 09:16,127.106277
03-06-23 09:17,129.933611
03-06-23 09:18,129.362433
03-06-23 09:19,127.525141
03-06-23 09:20,133.046535
03-06-23 09:21,129.476668
03-06-23 09:22,123.917197
03-06-23 09:23,133.189329
03-06-23 09:24,134.931424
03-06-23 09:25,130.923654
03-06-23 09:26,138.425133
03-06-23 09:27,136.816313
03-06-23 09:28,132.351601
03-06-23 09:29,142.147314
03-06-23 09:30,162.500311
03-06-23 09:31,147.630628
03-06-23 09:32,132.561033
03-06-23 09:33,140.462337
03-06-23 09:34,137.968190
03-06-23 09:35,137.920592
03-06-23 09:36,141.499978
03-06-23 09:37,136.654479
03-06-23 09:38,126.906365
03-06-23 09:39,142.147314
03-06-23 09:40,139.795962
03-06-23 09:41,128.486625
03-06-23 09:42,136.111860
03-06-23 09:43,144.327312
03-06-23 09:44,125.249947
03-06-23 09:45,122.156063
03-06-23 09:46,132.370640
03-06-23 09:47,127.886888
03-06-23 09:48,129.933611
03-06-23 09:49,128.848372
03-06-23 09:50,130.999811
03-06-23 09:51,126.125754
03-06-23 09:52,123.660166
03-06-23 09:53,127.629858
03-06-23 09:54,134.598236
03-06-23 09:55,132.989417
03-06-23 09:56,129.191079
03-06-23 09:57,132.503915
03-06-23 09:58,109.609173
03-06-23 09:59,125.478418
03-06-23 10:00,133.122692
03-06-23 10:01,126.106715
03-06-23 10:02,125.316584
03-06-23 10:03,115.749343
03-06-23 10:04,126.563657
03-06-23 10:05,133.893783
03-06-23 10:06,126.658854
03-06-23 10:07,115.806461
03-06-23 10:08,120.061741
03-06-23 10:09,120.718597
03-06-23 10:10,125.611693
03-06-23 10:11,117.348643
03-06-23 10:12,113.978689
03-06-23 10:13,120.261654
03-06-23 10:14,122.432132
03-06-23 10:15,115.206723
03-06-23 10:16,118.614755
03-06-23 10:17,120.185497
03-06-23 10:18,121.984709
03-06-23 10:19,120.509164
03-06-23 10:20,125.678331
03-06-23 10:21,111.703494
03-06-23 10:22,128.391429
03-06-23 10:23,126.192391
03-06-23 10:24,118.624275
03-06-23 10:25,126.116234
03-06-23 10:26,116.168207
03-06-23 10:27,119.166895
03-06-23 10:28,120.832832
03-06-23 10:29,126.868286
03-06-23 10:30,126.125754
03-06-23 10:31,127.191954
03-06-23 10:32,137.758758
03-06-23 10:33,131.504352
03-06-23 10:34,139.634128
03-06-23 10:35,121.327854
03-06-23 10:36,126.963483
03-06-23 10:37,130.171602
03-06-23 10:38,133.341644
03-06-23 10:39,132.532474
03-06-23 10:40,123.812481
03-06-23 10:41,142.385305
03-06-23 10:42,132.541994
03-06-23 10:43,131.885138
03-06-23 10:44,124.574052
03-06-23 10:45,128.305752
03-06-23 10:46,128.362870
03-06-23 10:47,131.228283
03-06-23 10:48,140.167228
03-06-23 10:49,148.344601
03-06-23 10:50,134.388804
03-06-23 10:51,133.151251
03-06-23 10:52,126.934924
03-06-23 10:53,131.361558
03-06-23 10:54,123.117547
03-06-23 10:55,136.330812
03-06-23 10:56,132.913260
03-06-23 10:57,131.780422
03-06-23 10:58,141.338144
03-06-23 10:59,133.341644
03-06-23 11:00,134.093695
03-06-23 11:01,145.650542
03-06-23 11:02,133.313085
03-06-23 11:03,131.371077
03-06-23 11:04,133.075094
03-06-23 11:05,142.337706
03-06-23 11:06,120.918509
03-06-23 11:07,144.498665
03-06-23 11:08,141.937881
03-06-23 11:09,162.062407
03-06-23 11:10,155.836561
03-06-23 11:11,147.230803
03-06-23 11:12,110.056596
03-06-23 11:13,122.413093
03-06-23 11:14,116.529953
03-06-23 11:15,115.501832
03-06-23 11:16,108.190746
03-06-23 11:17,119.519122
03-06-23 11:18,122.498770
03-06-23 11:19,112.845852
03-06-23 11:20,117.729429
03-06-23 11:21,121.270736
03-06-23 11:22,112.950568
03-06-23 11:23,115.492312
03-06-23 11:24,115.473273
03-06-23 11:25,121.965670
03-06-23 11:26,114.140523
03-06-23 11:27,118.605236
03-06-23 11:28,112.493625
03-06-23 11:29,116.920259
03-06-23 11:30,118.034057
03-06-23 11:31,112.331791
03-06-23 11:32,114.235719
03-06-23 11:33,113.950130
03-06-23 11:34,108.257383
03-06-23 11:35,109.237907
03-06-23 11:36,105.829874
03-06-23 11:37,103.259571
03-06-23 11:38,105.382451
03-06-23 11:39,105.001665
03-06-23 11:40,106.201141
03-06-23 11:41,105.192058
03-06-23 11:42,111.332228
03-06-23 11:43,110.351705
03-06-23 11:44,109.932841
03-06-23 11:45,102.555117
03-06-23 11:46,107.714764
03-06-23 11:47,100.746385
03-06-23 11:48,99.975294
03-06-23 11:49,99.937215
03-06-23 11:50,96.062720
03-06-23 11:51,99.946735
03-06-23 11:52,105.353892
03-06-23 11:53,100.384638
03-06-23 11:54,102.240969
03-06-23 11:55,101.060533
03-06-23 11:56,97.890492
03-06-23 11:57,99.270840
03-06-23 11:58,101.660271
03-06-23 11:59,99.128046
03-06-23 12:00,106.420092
03-06-23 12:01,100.022892
03-06-23 12:02,97.376431
03-06-23 12:03,104.620880
03-06-23 12:04,129.362433
03-06-23 12:05,115.911177
03-06-23 12:06,108.228825
03-06-23 12:07,118.548118
03-06-23 12:08,114.692662
03-06-23 12:09,112.617380
03-06-23 12:10,117.976939
03-06-23 12:11,125.649772
03-06-23 12:12,112.484105
03-06-23 12:13,97.804815
03-06-23 12:14,113.378952
03-06-23 12:15,114.740261
03-06-23 12:16,128.258154
03-06-23 12:17,123.507852
03-06-23 12:18,112.388909
03-06-23 12:19,109.932841
03-06-23 12:20,118.138773
03-06-23 12:21,121.099382
03-06-23 12:22,112.807773
03-06-23 12:23,110.227950
03-06-23 12:24,105.201578
03-06-23 12:25,105.915551
03-06-23 12:26,111.360787
03-06-23 12:27,103.012060
03-06-23 12:28,106.410573
03-06-23 12:29,111.465503
03-06-23 12:30,102.669353
03-06-23 12:31,104.249614
03-06-23 12:32,108.742885
03-06-23 12:33,117.386721
03-06-23 12:34,109.180789
03-06-23 12:35,108.733366
03-06-23 12:36,109.057034
03-06-23 12:37,106.924633
03-06-23 12:38,102.202890
03-06-23 12:39,110.218430
03-06-23 12:40,112.112839
03-06-23 12:41,109.856684
03-06-23 12:42,110.951443
03-06-23 12:43,105.363412
03-06-23 12:44,108.447776
03-06-23 12:45,108.133628
03-06-23 12:46,98.423592
03-06-23 12:47,110.304107
03-06-23 12:48,113.074323
03-06-23 12:49,113.873973
03-06-23 12:50,106.134503
03-06-23 12:51,107.610048
03-06-23 12:52,111.360787
03-06-23 12:53,107.638607
03-06-23 12:54,108.923758
03-06-23 12:55,112.864891
03-06-23 12:56,111.922446
03-06-23 12:57,112.036682
03-06-23 12:58,120.375889
03-06-23 12:59,110.551617
03-06-23 13:00,109.428300
03-06-23 13:01,103.192933
03-06-23 13:02,106.039307
03-06-23 13:03,108.466816
03-06-23 13:04,111.598778
03-06-23 13:05,108.247864
03-06-23 13:06,110.703932
03-06-23 13:07,103.154855
03-06-23 13:08,115.292400
03-06-23 13:09,112.417468
03-06-23 13:10,113.093362
03-06-23 13:11,106.248739
03-06-23 13:12,109.371182
03-06-23 13:13,100.946297
03-06-23 13:14,100.013372
03-06-23 13:15,107.305419
03-06-23 13:16,113.102882
03-06-23 13:17,116.301482
03-06-23 13:18,100.870140
03-06-23 13:19,104.144898
03-06-23 13:20,99.089967
03-06-23 13:21,107.115026
03-06-23 13:22,107.771882
03-06-23 13:23,106.562887
03-06-23 13:24,102.669353
03-06-23 13:25,95.101236
03-06-23 13:26,104.525683
03-06-23 13:27,98.537828
03-06-23 13:28,100.308481
03-06-23 13:29,92.759404
03-06-23 13:30,96.986126
03-06-23 13:31,99.651626
03-06-23 13:32,102.878785
03-06-23 13:33,100.213285
03-06-23 13:34,96.300712
03-06-23 13:35,89.437049
03-06-23 13:36,93.025954
03-06-23 13:37,93.720888
03-06-23 13:38,89.389450
03-06-23 13:39,100.156167
03-06-23 13:40,95.405865
03-06-23 13:41,91.788401
03-06-23 13:42,88.113818
03-06-23 13:43,98.728221
03-06-23 13:44,92.388138
03-06-23 13:45,93.701849
03-06-23 13:46,89.160979
03-06-23 13:47,86.828666
03-06-23 13:48,91.855038
03-06-23 13:49,86.171811
03-06-23 13:50,92.188226
03-06-23 13:51,80.964566
03-06-23 13:52,91.045868
03-06-23 13:53,148.030453
03-06-23 13:54,147.487833
03-06-23 13:55,155.332020
03-06-23 13:56,152.704598
03-06-23 13:57,132.513435
03-06-23 13:58,154.294378
03-06-23 13:59,162.605027
03-06-23 14:00,123.831520
03-06-23 14:01,80.450505
03-06-23 14:02,80.174436
03-06-23 14:03,88.723075
03-06-23 14:04,84.325000
03-06-23 14:05,90.208140
03-06-23 14:06,77.470857
03-06-23 14:07,86.885784
03-06-23 14:08,84.296441
03-06-23 14:09,84.201245
03-06-23 14:10,76.471295
03-06-23 14:11,87.456963
03-06-23 14:12,87.314168
03-06-23 14:13,81.707098
03-06-23 14:14,69.388680
03-06-23 14:15,79.736532
03-06-23 14:16,79.241511
03-06-23 14:17,78.394262
03-06-23 14:18,127.001561
03-06-23 14:19,119.271611
03-06-23 14:20,137.654042
03-06-23 14:21,131.761383
03-06-23 14:22,134.445922
03-06-23 14:23,136.606881
03-06-23 14:24,105.230137
03-06-23 14:25,144.755696
03-06-23 14:26,133.208369
03-06-23 14:27,140.614651
03-06-23 14:28,153.028266
03-06-23 14:29,131.542431
03-06-23 14:30,138.348976
03-06-23 14:31,137.596924
03-06-23 14:32,115.225762
03-06-23 14:33,79.270070
03-06-23 14:34,87.590238
03-06-23 14:35,79.841248
03-06-23 14:36,83.763341
03-06-23 14:37,89.884472
03-06-23 14:38,133.389242
03-06-23 14:39,123.346018
03-06-23 14:40,123.279381
03-06-23 14:41,114.302357
03-06-23 14:42,110.846726
03-06-23 14:43,98.128483
03-06-23 14:44,130.771340
03-06-23 14:45,126.544618
03-06-23 14:46,89.722638
03-06-23 14:47,103.802190
03-06-23 14:48,101.222367
03-06-23 14:49,106.667603
03-06-23 14:50,107.781401
03-06-23 14:51,97.109881
03-06-23 14:52,106.467691
03-06-23 14:53,93.673290
03-06-23 14:54,97.833374
03-06-23 14:55,103.012060
03-06-23 14:56,92.388138
03-06-23 14:57,92.035911
03-06-23 14:58,91.455213
03-06-23 14:59,80.783693
03-06-23 15:00,85.800545
03-06-23 15:01,77.975398
03-06-23 15:02,85.533995
03-06-23 15:03,92.940277
03-06-23 15:04,95.881847
03-06-23 15:05,81.335832
03-06-23 15:06,103.392846
03-06-23 15:07,92.140627
03-06-23 15:08,90.017747
03-06-23 15:09,89.037224
03-06-23 15:10,100.156167
03-06-23 15:11,81.383430
03-06-23 15:12,79.517580
03-06-23 15:13,68.236803
03-06-23 15:14,82.059325
03-06-23 15:15,61.458817
03-06-23 15:16,64.248073
03-06-23 15:17,81.469107
03-06-23 15:18,60.544931
03-06-23 15:19,61.192267
03-06-23 15:20,58.060304
03-06-23 15:21,62.915323
03-06-23 15:22,66.152001
03-06-23 15:23,61.306503
03-06-23 15:24,60.364058
03-06-23 15:25,65.866412
03-06-23 15:26,65.219076
03-06-23 15:27,49.359350
03-06-23 15:28,57.365370
03-06-23 15:29,60.002312
03-06-23 15:30,51.444152
